detection_count,Nom vernaculaire,Nom scientifique,title,site,enddate,startdate,latitude,longitude,id
1,Chevreuil,Capreolus capreolus,Chevreuil,Verger,2024-05-04 01:22:11,2024-05-04 01:22:10,44.71615986303992,-0.3832532011772961,a29066f3-3cab-419f-8b2a-7a5a8e072189
2,Chevreuil,Capreolus capreolus,3 Chevreuils,Jachère,2024-12-04 16:57:07,2024-12-04 16:56:43,44.71530426533436,-0.3802910873812105,1f1ae2fd-011f-4c08-9932-a7abc93edfc1
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2024-10-30 21:16:35,2024-10-30 21:12:12,44.71420607577128,-0.3821888090023773,0341b699-83d4-44bf-a2b7-8af1a5a88f47
1,Chevreuil,Capreolus capreolus,Chevreuil,Pins francs,2024-03-17 02:11:30,2024-03-17 02:11:29,44.7179688108675,-0.38007867604421103,604bc811-44b2-4b6c-a6a2-77f006da2d21
2,Chevreuil,Capreolus capreolus,2 Chevreuils,Jachère,2025-08-22 04:50:13,2025-08-22 04:49:21,44.71530426533436,-0.3802910873812105,0d80aa96-bbe0-4415-a2d5-7ec2c910df80
1,Chevreuil,Capreolus capreolus,Chevreuil,Jachère,2024-07-11 04:28:17,2024-07-11 04:27:18,44.715521356028226,-0.3812867403030396,32e80004-f914-4d07-a6b3-0249f64d7e84
1,Chevreuil,Capreolus capreolus,Chevreuil,Jachère,2024-12-31 19:21:27,2024-12-31 19:20:55,44.71534753357476,-0.3802594542503358,e727ac14-8512-4e01-9faa-c3cb972f3895
1,Chevreuil,Capreolus capreolus,2 Chevreuils,Verger,2025-02-14 06:36:18,2025-02-14 06:33:21,44.71615986303992,-0.3832532011772961,3400532e-6e4a-4a6a-a0f4-26a522280223
1,Boeuf,Bos taurus,Vache,Pins francs,2024-03-27 17:38:10,2024-03-27 17:37:41,44.7179688108675,-0.38007867604421103,38e91647-280d-452e-b75a-6b220786b801
1,Chien,Canis lupus,Chien,Graves,2025-06-26 06:14:01,2025-06-26 06:14:01,44.7140251905551,-0.3798204150735618,df240a7a-1e1f-4b46-a06c-cfcf3cbc757b
3,Sanglier,Sus scrofa,3 Sangliers,Verger,2025-07-29 22:28:34,2025-07-29 22:27:02,44.716449571360464,-0.3833361910588828,bdb5df3c-749e-40dc-920c-44e138aabc6a
1,Chevreuil,Capreolus capreolus,Chevreuil,Trois chênes,2025-09-05 01:31:53,2025-09-05 01:31:14,44.71623800819026,-0.3791195154190064,c26535b8-9aa1-4e03-a14e-555133f04f11
3,Sanglier,Sus scrofa,4 Sangliers,Jachère,2024-05-14 03:45:23,2024-05-14 03:45:12,44.715521356028226,-0.3812867403030396,1517e94d-1d39-46bd-a3d1-0c72641ce5f8
1,Chien,Canis lupus,Chien,Trois chênes,2024-11-05 11:23:22,2024-11-05 11:23:11,44.71623800819026,-0.3791195154190064,df11ec9e-a76e-4b1b-94e2-5ffe96b38e49
3,Boeuf,Bos taurus,5 Vaches,Pins francs,2024-06-07 11:29:38,2024-06-07 11:28:33,44.717941927426175,-0.3804337978363038,ee63a330-ed15-4a14-a502-d517ec510180
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2024-11-08 00:37:18,2024-11-08 00:36:33,44.71420607577128,-0.3821888090023773,572b4f14-0eb5-4732-8827-f325aa22e805
1,Sanglier,Sus scrofa,Sanglier,Verger,2024-07-19 20:45:11,2024-07-19 20:45:00,44.716449571360464,-0.3833361910588828,2b796648-ef36-4ff1-ad4d-eeec3de4df46
1,Blaireau d'Europe,Meles meles,Blaireau,Jachère,2025-09-21 00:51:46,2025-09-21 00:51:34,44.71530426533436,-0.3802910873812105,19569e92-557a-4d24-b845-6f5817757646
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2025-11-06 21:47:38,2025-11-06 21:47:38,44.71420607577128,-0.3821888090023773,51f44b3c-5d48-41bc-b1c4-62ee66a272fc
1,Chevreuil,Capreolus capreolus,Chevreuil,Bois,2025-05-12 12:53:41,2025-05-12 12:53:41,44.714905714238206,-0.3774109482765198,e7702cda-df71-45fd-bd3b-885f26f21440
3,Renard roux,Vulpes vulpes,3 Renards,Jachère,2025-07-18 04:10:43,2025-07-18 04:10:32,44.71530426533436,-0.3802910873812105,acbc89de-ebe3-47ea-b664-71ee1582fa27
1,Homme,Homo sapiens,Humain,Trois chênes,2024-06-02 15:00:51,2024-06-02 15:00:51,44.71623800819026,-0.3791195154190064,74b70549-36ff-43ae-9c5e-2e579ee0667f
1,Chevreuil,Capreolus capreolus,Chevreuil,Jachère,2025-09-07 22:07:50,2025-09-07 22:07:50,44.71530426533436,-0.3802910873812105,f52b83c1-b043-4b32-b16a-267b8a9973ff
1,Chevreuil,Capreolus capreolus,Chevreuil,Verger,2024-12-11 05:35:05,2024-12-11 05:34:54,44.71615986303992,-0.3832532011772961,b91d9274-feb3-4abb-8143-c9553dd4f288
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2024-10-25 23:33:38,2024-10-25 23:33:06,44.71420607577128,-0.3821888090023773,88a9ef5f-a7aa-44d0-a5c8-68cfcb844b21
2,Sanglier,Sus scrofa,2 Sangliers,Jachère,2024-05-19 00:18:02,2024-05-19 00:17:07,44.715521356028226,-0.3812867403030396,f6adeeb4-0a56-45d3-8cd1-c4003262a38c
1,Boeuf,Bos taurus,3 Vaches,Pins francs,2024-04-11 17:03:37,2024-04-11 17:02:50,44.7179688108675,-0.38007867604421103,174b4d71-41fb-4ea2-9cff-b457ab364716
1,Crocidure musette,Crocidura russula,Musaraigne,Haie,2024-08-29 20:45:30,2024-08-29 20:45:30,44.71420607577128,-0.3821888090023773,d152f6c2-ef51-4749-abd2-a719c1361d38
1,Chien,Canis lupus,Chien,Trois chênes,2025-01-30 12:41:14,2025-01-30 12:41:14,44.71623800819026,-0.3791195154190064,81f16c06-76c8-42ef-850e-c7f15e248ea8
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2025-10-28 01:05:06,2025-10-28 01:00:21,44.71420607577128,-0.3821888090023773,731d4da1-d486-4177-a450-e62dcb3839a2
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2024-11-01 21:23:41,2024-11-01 21:23:30,44.71420607577128,-0.3821888090023773,f78a7a4a-d413-4a29-8b6c-909000040cc3
1,Chevreuil,Capreolus capreolus,Chevreuil,Verger,2024-02-23 23:29:11,2024-02-23 23:29:00,44.716404766637595,-0.3833962166051492,cc4bad00-a569-411a-b8ce-07ad38cbcf33
2,Chevreuil,Capreolus capreolus,2 Chevreuils,Trois chênes,2024-09-20 23:42:58,2024-09-20 23:42:46,44.71623800819026,-0.3791195154190064,b7978f3c-5b1b-4d40-a836-c874de19ee4d
1,Chevreuil,Capreolus capreolus,Chevreuil,Entrée,2025-08-07 09:21:00,2025-08-07 09:20:49,44.71681551663953,-0.3864687681198121,6f8493a1-760b-41c2-bec4-800a5149de26
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2024-09-05 01:11:21,2024-09-05 01:11:10,44.71420607577128,-0.3821888090023773,4199aec0-b6c1-4c7f-8c6f-116c72daeefc
1,Boeuf,Bos taurus,Vache,Bois,2024-11-18 22:37:35,2024-11-18 22:37:24,44.714905714238206,-0.3774109482765198,825661d0-d665-4b46-9c2c-873eb8bf3951
3,Sanglier,Sus scrofa,3 Sangliers,Jachère,2025-10-04 03:48:09,2025-10-04 03:47:35,44.71530426533436,-0.3802910873812105,e2372893-8016-4183-b1ed-293dee4b3338
1,Chevreuil,Capreolus capreolus,Chevreuil,Jachère,2025-04-08 21:27:46,2025-04-08 21:27:46,44.71534372040998,-0.3803372383117676,af346696-12a3-4c56-a257-496d2e9840bc
1,Lièvre d'Europe,Lepus europaeus,Lievre,Jachère,2025-07-27 23:27:11,2025-07-27 23:27:00,44.71530426533436,-0.3802910873812105,14578b14-7a47-460e-9498-873e0b0a937b
1,Chevreuil,Capreolus capreolus,Chevreuil,Trois chênes,2025-10-06 21:35:05,2025-10-06 21:34:54,44.71623800819026,-0.3791195154190064,fb873d34-58b0-46f6-939e-eae7ddb9d7d0
1,Chevreuil,Capreolus capreolus,Chevreuil,Jachère,2025-08-08 20:57:20,2025-08-08 20:57:09,44.71530426533436,-0.3802910873812105,e6ed7cb6-d0cb-4629-a2ca-43197d074d64
1,Chevreuil,Capreolus capreolus,Chevreuil,Trois chênes,2025-03-01 22:32:58,2025-03-01 22:32:58,44.71623800819026,-0.3791195154190064,17e2bc0c-1ed5-47df-8ca8-8bc3007655b1
1,Chevreuil,Capreolus capreolus,Chevreuil,Entrée,2025-06-06 04:53:38,2025-06-06 04:53:27,44.71681551663953,-0.3864687681198121,2394f0cd-948e-4f93-b361-d3ef8899cdea
2,Mulot sylvestre,Apodemus sylvaticus,2 Mulots,Haie,2025-10-20 19:47:54,2025-10-20 19:47:43,44.71420607577128,-0.3821888090023773,4b6e0855-0f2d-4a23-b3e9-e05f2205a73d
1,Chevreuil,Capreolus capreolus,Chevreuil,Bois,2024-04-19 10:11:26,2024-04-19 10:11:25,44.7147222,-0.3783333333333333,f393d929-9743-457c-ada1-9215e332388a
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2024-06-19 01:42:52,2024-06-19 01:42:52,44.71420607577128,-0.3821888090023773,f1cf4d88-c3be-4da4-9208-d7fcdf1f8cdd
1,Lièvre d'Europe,Lepus europaeus,Lievre,Jachère,2025-08-04 07:25:12,2025-08-04 07:25:01,44.71530426533436,-0.3802910873812105,a1e30c00-8a8a-4823-a152-b5480a22a218
1,Chevreuil,Capreolus capreolus,Chevreuil,Trois chênes,2025-09-23 17:41:18,2025-09-23 17:40:10,44.71623800819026,-0.3791195154190064,c8fd8e4b-0abf-42d4-9ee3-ef1d14dbfe09
1,Chevreuil,Capreolus capreolus,Chevreuil,Jachère,2024-04-03 01:10:55,2024-04-03 01:10:54,44.7152778,-0.38027778,ed0ac2e7-c17c-421a-bbbc-676d4c202d97
1,Chevreuil,Capreolus capreolus,Chevreuil,Verger,2025-04-16 01:23:34,2025-04-16 01:20:05,44.716318059210515,-0.3834248453153389,0eae2332-a7c1-4159-b381-9d3592669c7a
1,Sanglier,Sus scrofa,Sanglier,Jachère,2024-04-07 02:15:34,2024-04-07 02:15:34,44.7152778,-0.3802777777,cf2b6168-bb49-4289-bbf9-9e1705561119
1,Chevreuil,Capreolus capreolus,Chevreuil,Bois,2024-06-06 05:06:59,2024-06-06 05:06:47,44.714905714238206,-0.3774109482765198,ac2357f6-1d19-46d8-a3af-09edb7c38c02
1,Rougegorge familier,Erithacus rubecula,Rougegorge Familier,Haie,2025-02-14 09:30:15,2025-02-14 09:30:04,44.71420607577128,-0.3821888090023773,1b3bf3a5-1682-487a-9484-4c757a309643
1,Chevreuil,Capreolus capreolus,2 Chevreuils,Jachère,2024-12-29 02:45:10,2024-12-29 02:40:20,44.71534372040998,-0.3803372383117676,ffb4c8f5-aacf-42c1-8027-e52566f4333c
1,Sanglier,Sus scrofa,Sanglier,Bois,2025-10-23 20:40:02,2025-10-23 20:38:53,44.714905714238206,-0.3774109482765198,1fdb22b3-68ba-4d8b-8c0e-2f3a9d3b097f
1,Renard roux,Vulpes vulpes,Renard,Bois,2025-01-15 21:04:57,2025-01-15 21:04:45,44.714905714238206,-0.3774109482765198,3d79c44d-3ae3-480d-b210-ecc74fafb501
1,Sanglier,Sus scrofa,Sanglier,Jachère,2024-10-31 22:26:35,2024-10-31 22:25:34,44.71530426533436,-0.3802910873812105,7b33d4a1-a2a1-4b34-8ad3-bc6b4c28d31e
1,Homme,Homo sapiens,Humain,Verger,2024-05-07 07:33:02,2024-05-07 07:33:02,44.716449571360464,-0.38333619105888284,7cffc406-f6cb-4b3d-ad2f-d17f3b54e8c2
2,Chevreuil,Capreolus capreolus,2 Chevreuils,Jachère,2025-09-27 21:37:36,2025-09-27 21:33:08,44.71530426533436,-0.3802910873812105,ab4b7af6-c268-4ce9-b99b-7555f77d9d5a
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2024-08-27 23:11:10,2024-08-27 23:10:58,44.71420607577128,-0.3821888090023773,d351f897-ba7b-48db-ac2a-494c014e6f7e
1,Chevreuil,Capreolus capreolus,Chevreuil,Verger,2025-08-21 04:36:54,2025-08-21 04:36:54,44.716449571360464,-0.3833361910588828,64e52eb8-6590-47f6-87ed-7efca21cb07e
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2025-02-25 05:30:32,2025-02-25 05:30:32,44.71420607577128,-0.3821888090023773,7afa4967-f8d9-4c01-a9ac-5d9a0166ce91
1,Sanglier,Sus scrofa,sanglier,Entrée,2023-10-01 20:18:23,2023-10-01 20:18:23,44.71652028,-0.38575731,f77b1a72-9bd0-46bf-855f-4b24542ef818
1,Chevreuil,Capreolus capreolus,Chevreuil,Bois,2025-04-22 05:11:19,2025-04-22 05:11:19,44.714905714238206,-0.3774109482765198,fa6e9304-f81f-4398-b31d-e70c32ffaf77
1,Rougegorge familier,Erithacus rubecula,Rougegorge Familier,Haie,2025-09-25 05:51:48,2025-09-25 05:51:37,44.71420607577128,-0.3821888090023773,63395eba-41a6-487b-ba3f-1e4fcc7d8fd8
1,Sanglier,Sus scrofa,Sanglier,Verger,2024-08-20 21:03:01,2024-08-20 21:03:01,44.716449571360464,-0.3833361910588828,c127c348-c479-4c9a-97dc-cc3d9f77ed95
8,Sanglier,Sus scrofa,8 Sangliers,Trois chênes,2025-10-02 23:30:33,2025-10-02 23:11:06,44.71623800819026,-0.3791195154190064,b6e3b11d-d495-465d-9e4a-f5c1adda8dd6
1,Homme,Homo sapiens,Humain,Verger,2024-03-22 13:50:30,2024-03-22 13:50:30,44.716404766637595,-0.3833962166051492,4133b26a-12bb-4f40-a035-f77a3aa13636
1,Chevreuil,Capreolus capreolus,Chevreuil,Jachère,2024-05-04 18:30:23,2024-05-04 18:30:21,44.715521356028226,-0.3812867403030396,797e47f4-88a9-4ece-b908-8d25b1588fbd
1,Chevreuil,Capreolus capreolus,Chevreuil,Trois chênes,2025-11-07 22:46:50,2025-11-07 22:46:10,44.71623800819026,-0.3791195154190064,c26679b9-3ca3-498a-953b-b40b3bf4c622
1,Chevreuil,Capreolus capreolus,Chevreuil,Trois chênes,2024-12-05 06:33:52,2024-12-05 06:32:54,44.71623800819026,-0.3791195154190064,62541e27-5a3e-4c91-a528-50bcd1396f4c
2,Chevreuil,Capreolus capreolus,2 Chevreuils,Trois chênes,2025-09-27 05:52:55,2025-09-27 05:52:07,44.71623800819026,-0.3791195154190064,6a8b59b1-c50a-4846-8c18-996dbce8e46a
1,Boeuf,Bos taurus,Vache,Pins francs,2024-09-12 07:31:27,2024-09-12 07:31:16,44.717941927426175,-0.3804337978363038,53980dbd-6418-45d7-a017-44880b334449
1,Chevreuil,Capreolus capreolus,Chevreuil,Entrée,2024-10-06 16:07:41,2024-10-06 16:07:41,44.71681551663953,-0.3864687681198121,b8abb074-0eec-49af-8079-f6be4005ab41
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2024-11-01 21:09:49,2024-11-01 21:09:24,44.71420607577128,-0.3821888090023773,87b83e05-b83f-40eb-b9e0-af566d8b4eaa
1,Boeuf,Bos taurus,Vache,Pins francs,2024-03-28 07:32:51,2024-03-28 07:32:09,44.7179688108675,-0.38007867604421103,b86a4664-f982-4a6d-a670-1a19567beeef
1,Sanglier,Sus scrofa,Sanglier,Bois,2025-06-16 19:04:52,2025-06-16 19:04:40,44.714905714238206,-0.3774109482765198,bc46df6a-ca99-4aa5-8332-df4430eecaa2
2,Sanglier,Sus scrofa,2 Sangliers,Trois chênes,2025-10-19 00:22:19,2025-10-19 00:21:45,44.71623800819026,-0.3791195154190064,25bf4497-f01f-4f67-bde2-3c3dd3bce42c
1,Chevreuil,Capreolus capreolus,Chevreuil,Entrée,2025-10-30 07:39:11,2025-10-30 07:39:00,44.71681551663953,-0.3864687681198121,bb61c8cf-9312-4b8d-8196-96012e9c84c1
1,Merle noir,Turdus merula,Merle Noir,Haie,2024-12-24 14:52:02,2024-12-24 14:51:51,44.71420607577128,-0.3821888090023773,8977f8db-c6b4-4027-86d3-9b93f222a67d
1,Renard roux,Vulpes vulpes,Renard,Verger,2024-04-21 03:34:48,2024-04-21 03:34:48,44.71615986303992,-0.3832532011772961,10d84ad1-5c47-427c-a471-b31e41a1886b
5,Boeuf,Bos taurus,5 Vaches,Chateau,2025-04-03 17:39:38,2025-04-03 17:39:26,44.71769476605495,-0.3828484681609146,703ab75f-e1c6-4d8a-afd5-10863aafdf37
1,Sanglier,Sus scrofa,Sanglier,Entrée,2024-06-20 03:15:30,2024-06-20 03:15:18,44.71681551663953,-0.3864687681198121,9e09e422-b737-4c01-b2bd-4761fa15c5c1
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2025-02-19 00:27:47,2025-02-19 00:22:51,44.71420607577128,-0.3821888090023773,a9ca7542-16a2-4593-b44c-1782cc391d34
5,Sanglier,Sus scrofa,5 Sangliers,Verger,2025-11-14 21:54:55,2025-11-14 21:53:14,44.716449571360464,-0.3833361910588828,0efbad67-d6be-4aff-aa41-8ffc65e1cd74
1,Sanglier,Sus scrofa,Sanglier,Trois chênes,2024-12-29 19:03:48,2024-12-29 19:03:37,44.71623800819026,-0.3791195154190064,11556b6e-ce37-4181-8107-4e0b3cde9ab4
1,Renard roux,Vulpes vulpes,Renard,Jachère,2024-03-12 21:04:51,2024-03-12 21:04:50,44.7152778,-0.38027778,8411cbcb-9a80-45f6-b522-76b12d7ce1ff
4,Sanglier,Sus scrofa,5 Sangliers,Bois,2024-09-14 18:01:29,2024-09-14 18:01:18,44.714905714238206,-0.3774109482765198,0a0ec6ed-66c7-45e0-acb9-27cb4b83a611
1,Blaireau d'Europe,Meles meles,Blaireau,Jachère,2025-07-19 20:51:09,2025-07-19 20:50:58,44.71530426533436,-0.3802910873812105,8fbf3e7e-4423-492b-8d79-271ea24260d1
1,Sanglier,Sus scrofa,Sanglier,Verger,2025-08-31 02:25:35,2025-08-31 02:25:24,44.716449571360464,-0.3833361910588828,33bba8fa-9638-4fdd-974e-0ecf0f941f4a
1,Rougegorge familier,Erithacus rubecula,Rougegorge familier,Haie,2024-06-21 13:51:05,2024-06-21 13:50:54,44.71420607577128,-0.3821888090023773,7ef63bd0-f867-4fcd-bdb7-f1cdb230a07a
1,Renard roux,Vulpes vulpes,Renard,Jachère,2025-07-15 21:49:32,2025-07-15 21:49:32,44.71530426533436,-0.3802910873812105,f8547dd8-62a1-47b3-a9d1-c8e8a12232ad
1,Chevreuil,Capreolus capreolus,Chevreuil,Jachère,2025-04-16 01:28:26,2025-04-16 01:28:26,44.71534372040998,-0.3803372383117676,bfd82be6-001d-4bda-ad83-d3f1c7d08b6e
1,Buse variable,Buteo buteo,Buse Variable,Jachère,2025-10-10 11:00:37,2025-10-10 11:00:37,44.71530426533436,-0.3802910873812105,080259d2-d6d1-4f09-95bc-aa8624e23ebd
3,Chevreuil,Capreolus capreolus,3 Chevreuils,Jachère,2025-10-11 23:57:48,2025-10-11 23:57:29,44.71530426533436,-0.3802910873812105,0e818994-9c37-4f6a-a30a-142974b44db4
1,Sanglier,Sus scrofa,Sanglier,Jachère,2024-05-21 01:21:07,2024-05-21 01:20:13,44.715521356028226,-0.3812867403030396,f8823eca-02cb-4f2c-875a-cc4c6ccf79aa
2,Boeuf,Bos taurus,2 Vaches,Bois,2024-06-07 21:02:09,2024-06-07 20:49:18,44.714905714238206,-0.3774109482765198,37c79f59-63c4-4fa4-a549-7eff51874635
1,Sanglier,Sus scrofa,Sanglier,Entrée,2024-11-09 18:30:29,2024-11-09 18:30:18,44.71681551663953,-0.3864687681198121,bf42525a-0ed4-44a8-86c2-2a7e50fc439e
1,Boeuf,Bos taurus,4 Vaches,Pins francs,2024-03-28 17:50:43,2024-03-28 17:48:31,44.7179688108675,-0.38007867604421103,7c726e76-b0a9-4835-8f13-ecfc47a19516
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2024-10-31 19:40:05,2024-10-31 19:39:54,44.71420607577128,-0.3821888090023773,b227c9a2-b9e8-4091-9723-6a1acace8ee5
1,Chevreuil,Capreolus capreolus,Chevreuil,Jachère,2025-01-08 17:29:25,2025-01-08 17:29:13,44.71530426533436,-0.3802910873812105,4882d1e1-c682-43ac-9e32-e5f7ef9cdd7e
1,Chevreuil,Capreolus capreolus,Chevreuil,Bois,2024-08-20 14:27:07,2024-08-20 14:26:56,44.714905714238206,-0.3774109482765198,305e4a58-0ccc-43df-91b9-f5ae6535999a
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2024-12-19 06:55:53,2024-12-19 06:55:42,44.71420607577128,-0.3821888090023773,b2e20be3-86f3-4af9-bb19-c6e67ac3b818
2,Chevreuil,Capreolus capreolus,2 Chevreuils,Jachère,2025-03-22 02:34:38,2025-03-22 02:34:26,44.71534372040998,-0.3803372383117676,5baaedeb-7eea-4713-ba21-54845a799489
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2024-11-20 23:49:25,2024-11-20 23:49:13,44.71420607577128,-0.3821888090023773,8b93dcf8-b914-48cc-8b2a-7bc01fc00678
1,Homme,Homo sapiens,Humain,Trois chênes,2024-04-14 13:39:37,2024-04-14 13:39:37,44.7161111,-0.37916666666666665,5dc33b96-7de7-425f-aa55-3f4682c215b0
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2025-09-30 01:15:03,2025-09-30 01:14:52,44.71420607577128,-0.3821888090023773,73017f78-9489-43de-a4ec-88341758f940
1,Chevreuil,Capreolus capreolus,Chevreuil,Jachère,2025-08-13 20:08:45,2025-08-13 20:08:45,44.71530426533436,-0.3802910873812105,c87daf22-b380-47f8-8b66-baf111d89ac3
1,Sanglier,Sus scrofa,Sanglier,Jachère,2024-12-17 23:18:23,2024-12-17 23:18:11,44.71534372040998,-0.3803372383117676,9dd6c8d4-9275-4750-9760-8b8758034fcc
1,Rougegorge familier,Erithacus rubecula,Rougegorge Familier,Pins francs,2024-10-21 10:25:26,2024-10-21 10:25:15,44.717941927426175,-0.3804337978363038,2b923aa9-a3f6-4f37-885c-1586f1dfcc00
1,Boeuf,Bos taurus,2 Vaches,Pins francs,2024-03-29 08:35:22,2024-03-29 08:35:20,44.7179688108675,-0.38007867604421103,51c103ce-76ba-4401-87e6-dac80751c09d
1,Chevreuil,Capreolus capreolus,Chevreuil,Bois,2025-01-15 21:17:47,2025-01-15 21:17:47,44.714905714238206,-0.3774109482765198,635858fc-0ac0-41ff-bff6-08efe294cd36
2,Renard roux,Vulpes vulpes,2 Renards,Bois,2025-01-23 23:00:42,2025-01-23 22:59:40,44.714905714238206,-0.3774109482765198,44bd5373-a3d1-456c-8d29-0b161103a6e5
1,Chevreuil,Capreolus capreolus,Chevreuil,Bois,2024-06-25 05:44:36,2024-06-25 05:44:25,44.714905714238206,-0.3774109482765198,f19aad90-b760-45a5-a7fc-8f877ec5adbb
1,Renard roux,Vulpes vulpes,Renard,Bois,2025-04-29 00:55:39,2025-04-29 00:55:39,44.714905714238206,-0.3774109482765198,b5f1c4b3-bea2-4282-9a84-044863750428
3,Sanglier,Sus scrofa,3 Sangliers,Entrée,2025-09-29 21:00:20,2025-09-29 20:59:43,44.71681551663953,-0.3864687681198121,99b6b1a6-56f2-45c0-8119-f8dbd7e5f78c
1,Rougegorge familier,Erithacus rubecula,Rougegorge Familier,Haie,2025-11-11 13:14:50,2025-11-11 13:14:39,44.71420607577128,-0.3821888090023773,3ff2ad53-e457-442c-becf-c89e94e05a7a
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2025-01-28 03:02:27,2025-01-28 03:02:15,44.71420607577128,-0.3821888090023773,624cc945-dbf6-495f-b011-b52ec7b1c7e2
1,Chevreuil,Capreolus capreolus,Chevreuil,Trois chênes,2024-10-21 04:51:25,2024-10-21 04:51:14,44.71623800819026,-0.3791195154190064,93658082-a6ca-451b-9436-9261c62f4d14
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2024-12-10 05:49:08,2024-12-10 05:48:56,44.71420607577128,-0.3821888090023773,0dffcbe3-9d75-4933-8a07-b767d6f238b7
1,Boeuf,Bos taurus,Vache,Pins francs,2024-09-19 10:56:21,2024-09-19 10:54:56,44.717941927426175,-0.3804337978363038,67dd136f-0a2c-428e-ac3e-48a513ae8571
1,Lièvre d'Europe,Lepus europaeus,Lievre,Jachère,2024-05-30 19:59:17,2024-05-30 19:59:06,44.715521356028226,-0.3812867403030396,09d297e2-d24a-450d-b105-bdddeb322f7f
1,Lièvre d'Europe,Lepus europaeus,Lievre,Jachère,2025-09-07 04:26:25,2025-09-07 04:26:14,44.71530426533436,-0.3802910873812105,03305390-1df1-41f4-9abf-5683a8d4e986
1,Crocidure musette,Crocidura russula,Musaraigne,Haie,2025-07-20 04:43:43,2025-07-20 04:43:43,44.71420607577128,-0.3821888090023773,47a1ce34-c91f-49e2-8ef9-6a9ef94ab816
1,Sanglier,Sus scrofa,Sanglier,Jachère,2025-09-15 21:58:02,2025-09-15 21:58:02,44.71530426533436,-0.3802910873812105,859c4120-c84f-4430-8d9b-6f92046e9a9d
1,Grive musicienne,Turdus philomelos,Grive musicienne,Haie,2024-06-24 08:05:31,2024-06-24 08:05:31,44.71420607577128,-0.3821888090023773,f859c062-494c-466b-ada2-536ddd6e177d
2,Chevreuil,Capreolus capreolus,2 Chevreuils,Trois chênes,2025-10-23 06:00:42,2025-10-23 06:00:31,44.71623800819026,-0.3791195154190064,8e6117ae-b6bd-43d8-9c96-0afaf8766476
1,Rougegorge familier,Erithacus rubecula,Rougegorge Familier,Haie,2025-10-28 11:57:15,2025-10-28 11:57:04,44.71420607577128,-0.3821888090023773,c7af76d0-debd-48cc-baba-d09c05b6f50f
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2024-10-06 03:35:07,2024-10-06 03:35:07,44.71420607577128,-0.3821888090023773,dae62cd1-eee2-459a-97e4-5ee9248b9bbd
1,Boeuf,Bos taurus,Vache,Pins francs,2024-07-24 06:36:02,2024-07-24 06:33:21,44.717941927426175,-0.3804337978363038,b47de3fa-e652-40d2-b6b0-dca78a1c3012
1,Boeuf,Bos taurus,Vache,Pins francs,2025-04-25 05:21:01,2025-04-25 05:20:50,44.717941927426175,-0.3804337978363038,71f75ba2-191c-4cda-8044-cfb5e4bdabc1
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2025-11-17 00:25:29,2025-11-17 00:25:29,44.71420607577128,-0.3821888090023773,3bd13853-323c-488f-b461-1cc976790369
3,Sanglier,Sus scrofa,3 Sangliers,Jachère,2025-09-09 00:57:28,2025-09-09 00:49:34,44.71530426533436,-0.3802910873812105,65ead813-9b7f-45d8-983f-7af32c22992e
1,Sanglier,Sus scrofa,5 Sangliers,Jachère,2024-05-08 22:21:09,2024-05-08 22:19:35,44.715521356028226,-0.3812867403030396,c2795bdd-cd18-4233-b2a6-63df51a6f696
1,Chevreuil,Capreolus capreolus,Chevreuil,Verger,2024-12-21 23:26:25,2024-12-21 23:26:01,44.71615986303992,-0.3832532011772961,eceb1e45-d628-4220-82ef-52f65b9ea9bb
1,Sanglier,Sus scrofa,Sanglier,Verger,2025-08-14 23:06:06,2025-08-14 23:05:55,44.716449571360464,-0.3833361910588828,d043f4e1-05f0-46f4-aed6-be09a929c1f0
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2024-09-30 22:09:20,2024-09-30 22:09:09,44.71420607577128,-0.3821888090023773,e479ba6d-3bf8-4348-a017-c844fff056f1
